prompt,completion,URL,pageType,date
Tell me about CEE 442 Environmental Management?,"This course surveys the scientific principles of environmental issues and environmental management practices, with attention to the health of both humans and the ecosystem. Fundamental and emerging topics related to air and water pollution, water use and management, aquatic ecosystems, energy and climate change, biodiversity, toxic substances in the environment, solid waste management, and regulatory strategies for risk assessment and environmental management are examined. The course will critically examine contemporary thinking on these environmental themes including: sustainable use practices, political-ecology, decentralized environmental management, and community-based approaches, social learning, and regional and urban planning.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 442 Environmental Management?,"This course surveys the scientific principles of environmental issues and environmental management practices, with attention to the health of both humans and the ecosystem. Fundamental and emerging topics related to air and water pollution, water use and management, aquatic ecosystems, energy and climate change, biodiversity, toxic substances in the environment, solid waste management, and regulatory strategies for risk assessment and environmental management are examined. The course will critically examine contemporary thinking on these environmental themes including: sustainable use practices, political-ecology, decentralized environmental management, and community-based approaches, social learning, and regional and urban planning.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 442 Environmental Management?,"This course surveys the scientific principles of environmental issues and environmental management practices, with attention to the health of both humans and the ecosystem. Fundamental and emerging topics related to air and water pollution, water use and management, aquatic ecosystems, energy and climate change, biodiversity, toxic substances in the environment, solid waste management, and regulatory strategies for risk assessment and environmental management are examined. The course will critically examine contemporary thinking on these environmental themes including: sustainable use practices, political-ecology, decentralized environmental management, and community-based approaches, social learning, and regional and urban planning.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 443 Leadership in Energy and Environmental Design (LEED)?,"The growth of the green and sustainable building market has been widely publicized recently, accelerated largely by government policies and rising recognition that such buildings are more sustainable, environment-friendly and economical to operate in the building construction industry. The course denotes basic knowledge of green building principles and practices on the basis of Leadership in Energy and Environmental Design(LEED) rating system. The course provides a point system to score green building design and construction, which is categorized in five basic areas: Sustainable Sites, Water Efficiency, Energy and Atmosphere, Materials and Resources, and Indoor Environmental Quality.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 443 Leadership in Energy and Environmental Design (LEED)?,"The growth of the green and sustainable building market has been widely publicized recently, accelerated largely by government policies and rising recognition that such buildings are more sustainable, environment-friendly and economical to operate in the building construction industry. The course denotes basic knowledge of green building principles and practices on the basis of Leadership in Energy and Environmental Design(LEED) rating system. The course provides a point system to score green building design and construction, which is categorized in five basic areas: Sustainable Sites, Water Efficiency, Energy and Atmosphere, Materials and Resources, and Indoor Environmental Quality.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 443 Leadership in Energy and Environmental Design (LEED)?,"The growth of the green and sustainable building market has been widely publicized recently, accelerated largely by government policies and rising recognition that such buildings are more sustainable, environment-friendly and economical to operate in the building construction industry. The course denotes basic knowledge of green building principles and practices on the basis of Leadership in Energy and Environmental Design(LEED) rating system. The course provides a point system to score green building design and construction, which is categorized in five basic areas: Sustainable Sites, Water Efficiency, Energy and Atmosphere, Materials and Resources, and Indoor Environmental Quality.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 444 Solid Waste Management?,"Evolution of solid waste management. Sources, types, and composition of municipal solid waste. Physical, chemical, and biological properties of municipality solid waste. Management and planning issues. Hazardous wastes found in municipal solid waste. Solid waste generation Waste handling and separation, storage, and processing at the source. Collection of solid waste and material separation and processing technologies. Thermal conversion technologies. Biological and chemical conversion technologies. Recycling of Materials found in solid waste. Disposal of solid waste Closure of landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 444 Solid Waste Management?,"Evolution of solid waste management. Sources, types, and composition of municipal solid waste. Physical, chemical, and biological properties of municipality solid waste. Management and planning issues. Hazardous wastes found in municipal solid waste. Solid waste generation Waste handling and separation, storage, and processing at the source. Collection of solid waste and material separation and processing technologies. Thermal conversion technologies. Biological and chemical conversion technologies. Recycling of Materials found in solid waste. Disposal of solid waste Closure of landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 444 Solid Waste Management?,"Evolution of solid waste management. Sources, types, and composition of municipal solid waste. Physical, chemical, and biological properties of municipality solid waste. Management and planning issues. Hazardous wastes found in municipal solid waste. Solid waste generation Waste handling and separation, storage, and processing at the source. Collection of solid waste and material separation and processing technologies. Thermal conversion technologies. Biological and chemical conversion technologies. Recycling of Materials found in solid waste. Disposal of solid waste Closure of landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 446 Air Pollution Management?,"The course introduces the effects of air pollutants on human beings and environment, the sources of air pollution, and the physical and chemical behavior of pollutants in the atmosphere. Also, it covers legislation and regulation; control technologies and future trends toward preventing air pollution.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 446 Air Pollution Management?,"The course introduces the effects of air pollutants on human beings and environment, the sources of air pollution, and the physical and chemical behavior of pollutants in the atmosphere. Also, it covers legislation and regulation; control technologies and future trends toward preventing air pollution.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 446 Air Pollution Management?,"The course introduces the effects of air pollutants on human beings and environment, the sources of air pollution, and the physical and chemical behavior of pollutants in the atmosphere. Also, it covers legislation and regulation; control technologies and future trends toward preventing air pollution.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 447 Groundwater Engineering?,"Fundamental science of hydrogeology, the study of the distribution and movement of water through geologic formations, i.e. soil, sediments, and rocks. The mathematical models of fluid flow in porous media and methods for solving these equations (e.g., analytical, numerical, and statistical approaches). Practical groundwater engineering problems: characterizing the subsurface using aquifer tests, transport and remediation of contaminants, and innovations in groundwater management, as time permits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 447 Groundwater Engineering?,"Fundamental science of hydrogeology, the study of the distribution and movement of water through geologic formations, i.e. soil, sediments, and rocks. The mathematical models of fluid flow in porous media and methods for solving these equations (e.g., analytical, numerical, and statistical approaches). Practical groundwater engineering problems: characterizing the subsurface using aquifer tests, transport and remediation of contaminants, and innovations in groundwater management, as time permits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 447 Groundwater Engineering?,"Fundamental science of hydrogeology, the study of the distribution and movement of water through geologic formations, i.e. soil, sediments, and rocks. The mathematical models of fluid flow in porous media and methods for solving these equations (e.g., analytical, numerical, and statistical approaches). Practical groundwater engineering problems: characterizing the subsurface using aquifer tests, transport and remediation of contaminants, and innovations in groundwater management, as time permits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 463 Deep Foundations?,"Site investigation for deep foundations; Analysis, design and installation of pile foundations; axial capacity and settlement of pile and pile groups; drilled piers and caissons; Rock socketed piles, negative skin friction, and effects of soil movement on pile; Static and Dynamic Pile Load test.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 463 Deep Foundations?,"Site investigation for deep foundations; Analysis, design and installation of pile foundations; axial capacity and settlement of pile and pile groups; drilled piers and caissons; Rock socketed piles, negative skin friction, and effects of soil movement on pile; Static and Dynamic Pile Load test.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 463 Deep Foundations?,"Site investigation for deep foundations; Analysis, design and installation of pile foundations; axial capacity and settlement of pile and pile groups; drilled piers and caissons; Rock socketed piles, negative skin friction, and effects of soil movement on pile; Static and Dynamic Pile Load test.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 464 Concrete Technology?,"This course explores the various aspects of concrete technology. It will emphasize on the design of concrete mixes using different approaches, the different types and properties of cement replacement materials. It will also cover special concretes which include self-compacting concrete, fiber reinforced concrete, high strength concrete, lightweight aggregate concrete and polymer concrete. Overview of the concrete production and delivery process, Hot and cold weather concreting and shotcreting, will also be covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 464 Concrete Technology?,"This course explores the various aspects of concrete technology. It will emphasize on the design of concrete mixes using different approaches, the different types and properties of cement replacement materials. It will also cover special concretes which include self-compacting concrete, fiber reinforced concrete, high strength concrete, lightweight aggregate concrete and polymer concrete. Overview of the concrete production and delivery process, Hot and cold weather concreting and shotcreting, will also be covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 464 Concrete Technology?,"This course explores the various aspects of concrete technology. It will emphasize on the design of concrete mixes using different approaches, the different types and properties of cement replacement materials. It will also cover special concretes which include self-compacting concrete, fiber reinforced concrete, high strength concrete, lightweight aggregate concrete and polymer concrete. Overview of the concrete production and delivery process, Hot and cold weather concreting and shotcreting, will also be covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 465 Assessment and Repair of Reinforced Concrete Structures?,"Structural evaluation of buildings. Cracks in building. Types of cracks. Early thermal shrinkage, drying shrinkage and thermal cracks. Inspection and diagnosis. Repair of cracks, material and system. Monitoring of cracks. Testing of concrete in the structure. Destructive tests: cores and pull outs. Nondestructive tests: Rebound hammer, penetration resistance and UPV. Retrofitting techniques of structures.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 465 Assessment and Repair of Reinforced Concrete Structures?,"Structural evaluation of buildings. Cracks in building. Types of cracks. Early thermal shrinkage, drying shrinkage and thermal cracks. Inspection and diagnosis. Repair of cracks, material and system. Monitoring of cracks. Testing of concrete in the structure. Destructive tests: cores and pull outs. Nondestructive tests: Rebound hammer, penetration resistance and UPV. Retrofitting techniques of structures.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 465 Assessment and Repair of Reinforced Concrete Structures?,"Structural evaluation of buildings. Cracks in building. Types of cracks. Early thermal shrinkage, drying shrinkage and thermal cracks. Inspection and diagnosis. Repair of cracks, material and system. Monitoring of cracks. Testing of concrete in the structure. Destructive tests: cores and pull outs. Nondestructive tests: Rebound hammer, penetration resistance and UPV. Retrofitting techniques of structures.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 466 Steel Design II?,Design of laterally supported beams subjected to bending. Shear in beams. Design for torsion in beams. Lateral torsional buckling of beams. Continuous beams. Design of plate girders. Combined bending and axial load. Connections.,https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 466 Steel Design II?,Design of laterally supported beams subjected to bending. Shear in beams. Design for torsion in beams. Lateral torsional buckling of beams. Continuous beams. Design of plate girders. Combined bending and axial load. Connections.,https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 466 Steel Design II?,Design of laterally supported beams subjected to bending. Shear in beams. Design for torsion in beams. Lateral torsional buckling of beams. Continuous beams. Design of plate girders. Combined bending and axial load. Connections.,https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 469 Soil Stabilization and Improvement?,"This course covers general information of soil types, their behavior and the available techniques for improvement; modifications by using admixtures and grouting; shallow and deep mechanical methods for improvement; use of geotextiles in filtration, seepage control, separation, reinforcement and water retention; Treatment of marginal soils; Landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 469 Soil Stabilization and Improvement?,"This course covers general information of soil types, their behavior and the available techniques for improvement; modifications by using admixtures and grouting; shallow and deep mechanical methods for improvement; use of geotextiles in filtration, seepage control, separation, reinforcement and water retention; Treatment of marginal soils; Landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 469 Soil Stabilization and Improvement?,"This course covers general information of soil types, their behavior and the available techniques for improvement; modifications by using admixtures and grouting; shallow and deep mechanical methods for improvement; use of geotextiles in filtration, seepage control, separation, reinforcement and water retention; Treatment of marginal soils; Landfills.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about CEE 470 Soil Mechanics II?,"Stresses and Strains in soil media; Lateral earth pressure; Stress path; Constitutive models for soils; failure criteria; unsaturated soils; Consolidation theory; elasticity, viscoelasticity, and plasticity theories applied to geo materials; constitutive, numerical and experimental modeling.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about CEE 470 Soil Mechanics II?,"Stresses and Strains in soil media; Lateral earth pressure; Stress path; Constitutive models for soils; failure criteria; unsaturated soils; Consolidation theory; elasticity, viscoelasticity, and plasticity theories applied to geo materials; constitutive, numerical and experimental modeling.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about CEE 470 Soil Mechanics II?,"Stresses and Strains in soil media; Lateral earth pressure; Stress path; Constitutive models for soils; failure criteria; unsaturated soils; Consolidation theory; elasticity, viscoelasticity, and plasticity theories applied to geo materials; constitutive, numerical and experimental modeling.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 201 Introduction to Circuits?,"This module is designed to provide students an introductory topics in the circuit variables & elements, D.C and A.C circuits: network reduction, Ohm' Law, Kirchoff's Laws, sources & source transformation, s�ries/parallel & delta/star combinations, Network theorems: superposition; mesh & node analysis: Thevenin�s & Norton�s Equivalent circuits, Maximum power transfer, inductors & capacitors, natural & step responses of first order RL & RC circuits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 201 Introduction to Circuits?,"This module is designed to provide students an introductory topics in the circuit variables & elements, D.C and A.C circuits: network reduction, Ohm' Law, Kirchoff's Laws, sources & source transformation, s�ries/parallel & delta/star combinations, Network theorems: superposition; mesh & node analysis: Thevenin�s & Norton�s Equivalent circuits, Maximum power transfer, inductors & capacitors, natural & step responses of first order RL & RC circuits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 201 Introduction to Circuits?,"This module is designed to provide students an introductory topics in the circuit variables & elements, D.C and A.C circuits: network reduction, Ohm' Law, Kirchoff's Laws, sources & source transformation, s�ries/parallel & delta/star combinations, Network theorems: superposition; mesh & node analysis: Thevenin�s & Norton�s Equivalent circuits, Maximum power transfer, inductors & capacitors, natural & step responses of first order RL & RC circuits.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 202 Circuit Analysis?,"This includes an in-depth study of AC using frequency response and Laplace Transform. Advanced topics such as magnetically coupled circuits and their application to transformers, three-phase circuits, filter design, and two-port networks are also covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 202 Circuit Analysis?,"This includes an in-depth study of AC using frequency response and Laplace Transform. Advanced topics such as magnetically coupled circuits and their application to transformers, three-phase circuits, filter design, and two-port networks are also covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 202 Circuit Analysis?,"This includes an in-depth study of AC using frequency response and Laplace Transform. Advanced topics such as magnetically coupled circuits and their application to transformers, three-phase circuits, filter design, and two-port networks are also covered.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 211 Electronic Fundamental?,"This course covers the characteristics and applications of semiconductor devices and circuits. It starts with explaining the basics of semiconductor physics required for understanding electronic systems design. It introduces the fundamentals of various electronic devices including diodes, bipolar junction transistors (BJTs), field effect transistors (FETs) and metal oxide semiconductor field effect transistor (MOSFET). It also emphasizes analysis and design of different amplifier configurations of the aforementioned electronic devices.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 211 Electronic Fundamental?,"This course covers the characteristics and applications of semiconductor devices and circuits. It starts with explaining the basics of semiconductor physics required for understanding electronic systems design. It introduces the fundamentals of various electronic devices including diodes, bipolar junction transistors (BJTs), field effect transistors (FETs) and metal oxide semiconductor field effect transistor (MOSFET). It also emphasizes analysis and design of different amplifier configurations of the aforementioned electronic devices.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 211 Electronic Fundamental?,"This course covers the characteristics and applications of semiconductor devices and circuits. It starts with explaining the basics of semiconductor physics required for understanding electronic systems design. It introduces the fundamentals of various electronic devices including diodes, bipolar junction transistors (BJTs), field effect transistors (FETs) and metal oxide semiconductor field effect transistor (MOSFET). It also emphasizes analysis and design of different amplifier configurations of the aforementioned electronic devices.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 221 Logic Design?,"This module enables students to understand concepts in binary numbers, number base conversion, complements and codes, definition of Boolean Algebra, Boolean functions, digital logic gates, integrated circuits, Karnaugh map methods, combinational logic circuits, sequential logic circuits and Memory modules. Design and analysis of sequential logic circuits such as: Shift Registers, Counters, Synchronous and Asynchronous Sequential Circuits, State Diagrams, State Tables, Students will be able to develop, measure, and test different types of Sequential Circuits using D-type, T-type and JK-type Flip-Flops.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 221 Logic Design?,"This module enables students to understand concepts in binary numbers, number base conversion, complements and codes, definition of Boolean Algebra, Boolean functions, digital logic gates, integrated circuits, Karnaugh map methods, combinational logic circuits, sequential logic circuits and Memory modules. Design and analysis of sequential logic circuits such as: Shift Registers, Counters, Synchronous and Asynchronous Sequential Circuits, State Diagrams, State Tables, Students will be able to develop, measure, and test different types of Sequential Circuits using D-type, T-type and JK-type Flip-Flops.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 221 Logic Design?,"This module enables students to understand concepts in binary numbers, number base conversion, complements and codes, definition of Boolean Algebra, Boolean functions, digital logic gates, integrated circuits, Karnaugh map methods, combinational logic circuits, sequential logic circuits and Memory modules. Design and analysis of sequential logic circuits such as: Shift Registers, Counters, Synchronous and Asynchronous Sequential Circuits, State Diagrams, State Tables, Students will be able to develop, measure, and test different types of Sequential Circuits using D-type, T-type and JK-type Flip-Flops.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 312 Electronic Engineering Design?,"This course covers transistor circuits analysis, multi-stage amplifier, feedback, differential amplifiers and operational amplifiers. High frequency transistor models are also included.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 312 Electronic Engineering Design?,"This course covers transistor circuits analysis, multi-stage amplifier, feedback, differential amplifiers and operational amplifiers. High frequency transistor models are also included.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 312 Electronic Engineering Design?,"This course covers transistor circuits analysis, multi-stage amplifier, feedback, differential amplifiers and operational amplifiers. High frequency transistor models are also included.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 341 Electromagnetics Fundamentals?,"This module is designed to introduce the electromagnetic fields. Coulomb's law, Gauss's law, electrical potential, dielectric materials capacitance, boundary value problems, Biot-Savart law, Ampere's law, Lorentz force equation, magnetic materials, magnetic inductance, time varying fields and Maxwell's equations.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 341 Electromagnetics Fundamentals?,"This module is designed to introduce the electromagnetic fields. Coulomb's law, Gauss's law, electrical potential, dielectric materials capacitance, boundary value problems, Biot-Savart law, Ampere's law, Lorentz force equation, magnetic materials, magnetic inductance, time varying fields and Maxwell's equations.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 341 Electromagnetics Fundamentals?,"This module is designed to introduce the electromagnetic fields. Coulomb's law, Gauss's law, electrical potential, dielectric materials capacitance, boundary value problems, Biot-Savart law, Ampere's law, Lorentz force equation, magnetic materials, magnetic inductance, time varying fields and Maxwell's equations.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 351 Communication Systems?,"This course focuses on continuous-wave modulation, which is the basic operation of analog communication systems. It gives the student an insight and understanding of signals classifications, noise, Fourier series, Fourier transform, spectrum analysis, and explores their applications in the context of analog communication systems. We cover thoroughly the generation and reception of double-side band, single side-band, vestigial side-band, angle modulation signals.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 351 Communication Systems?,"This course focuses on continuous-wave modulation, which is the basic operation of analog communication systems. It gives the student an insight and understanding of signals classifications, noise, Fourier series, Fourier transform, spectrum analysis, and explores their applications in the context of analog communication systems. We cover thoroughly the generation and reception of double-side band, single side-band, vestigial side-band, angle modulation signals.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 351 Communication Systems?,"This course focuses on continuous-wave modulation, which is the basic operation of analog communication systems. It gives the student an insight and understanding of signals classifications, noise, Fourier series, Fourier transform, spectrum analysis, and explores their applications in the context of analog communication systems. We cover thoroughly the generation and reception of double-side band, single side-band, vestigial side-band, angle modulation signals.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 322 Microprocessors and Microcontrollers?,"This course introduces microprocessor architecture and microcomputer systems, including memory and input/output interfacing. Topics include structured language programming, bus architecture, bus cycle types, I/O systems, memory systems, interrupts, and other related topics. Upon completion, students should be able to interpret, analyze, verify, and troubleshoot fundamental microprocessor circuits and programs using appropriate techniques and test equipment.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 322 Microprocessors and Microcontrollers?,"This course introduces microprocessor architecture and microcomputer systems, including memory and input/output interfacing. Topics include structured language programming, bus architecture, bus cycle types, I/O systems, memory systems, interrupts, and other related topics. Upon completion, students should be able to interpret, analyze, verify, and troubleshoot fundamental microprocessor circuits and programs using appropriate techniques and test equipment.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 322 Microprocessors and Microcontrollers?,"This course introduces microprocessor architecture and microcomputer systems, including memory and input/output interfacing. Topics include structured language programming, bus architecture, bus cycle types, I/O systems, memory systems, interrupts, and other related topics. Upon completion, students should be able to interpret, analyze, verify, and troubleshoot fundamental microprocessor circuits and programs using appropriate techniques and test equipment.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 332 Control System?,"Introduction to feedback control systems. Block diagram and signal flow graph representation. Mathematical modeling of physical systems. Stability of linear control systems. Time-domain and frequency-domain analysis tools and performance assessment. Lead and lag compensatory design. Proportional, integral, and derivative control.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 332 Control System?,"Introduction to feedback control systems. Block diagram and signal flow graph representation. Mathematical modeling of physical systems. Stability of linear control systems. Time-domain and frequency-domain analysis tools and performance assessment. Lead and lag compensatory design. Proportional, integral, and derivative control.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 332 Control System?,"Introduction to feedback control systems. Block diagram and signal flow graph representation. Mathematical modeling of physical systems. Stability of linear control systems. Time-domain and frequency-domain analysis tools and performance assessment. Lead and lag compensatory design. Proportional, integral, and derivative control.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 331 Signals and Systems?,"This module is designed to enable students to understand concepts in linear systems and perform signal operations. It also introduces Laplace transform, convolution, system functions, frequency response, Fourier series and Fourier transforms.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 331 Signals and Systems?,"This module is designed to enable students to understand concepts in linear systems and perform signal operations. It also introduces Laplace transform, convolution, system functions, frequency response, Fourier series and Fourier transforms.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 331 Signals and Systems?,"This module is designed to enable students to understand concepts in linear systems and perform signal operations. It also introduces Laplace transform, convolution, system functions, frequency response, Fourier series and Fourier transforms.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Tell me about EE 304 Electrical Machine?,"Introduction to electrical drives, Magnetic circuit concepts, Power transformer theory, Electro-mechanical systems (dynamics and analogies), Motor/load interactions, Standard DC machines, Brushless DC machines. Induction Machines, Synchronous Machines, Control of Electrical DC Machines, Control of Electrical AC Machines.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
Can you provide some information about EE 304 Electrical Machine?,"Introduction to electrical drives, Magnetic circuit concepts, Power transformer theory, Electro-mechanical systems (dynamics and analogies), Motor/load interactions, Standard DC machines, Brushless DC machines. Induction Machines, Synchronous Machines, Control of Electrical DC Machines, Control of Electrical AC Machines.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
I'm interested in learning more about EE 304 Electrical Machine?,"Introduction to electrical drives, Magnetic circuit concepts, Power transformer theory, Electro-mechanical systems (dynamics and analogies), Motor/load interactions, Standard DC machines, Brushless DC machines. Induction Machines, Synchronous Machines, Control of Electrical DC Machines, Control of Electrical AC Machines.",https://www.psu.edu.sa/en/CE/acd-ungrd-cee-descript,Academics/College of Engineering/Courses Description,2023-05-14
